artist_id,artwork_id,title,date,domaine,medium,type,picture_path
546,2613,P.,1992,"Publication, livre, imprimé",,ouvrage,images_3/2613.jpg
546,2614,"Moi aussi j'aurais peur si je rencontrais un ange, n°2: L'anatomie d'un ange, 1993",1993,"Publication, livre, imprimé",,ouvrage,images_3/2614.jpg
546,2615,"La Poissonnière du ""Mercat Boqueria""",1994,"Publication, livre, imprimé","9 cartes postales datées aux dos + 9 papiers cristals relié couverture imprimée, dos collé, offset bi-chromie",ouvrage,images_3/2615.jpg
546,2616,M,1994,"Publication, livre, imprimé",,ouvrage,images_3/2616.jpg
546,2617,"Principes de Réalité n°2 ""Non facturé""",1995,"Publication, livre, imprimé","24 pages, photographies marquées de l'étiquette ""Non facturé"", 1 photo originale couleur avec autocollant, offset Quadri",ouvrage,images_3/2617.jpg
546,2618,"Principes de Réalité n°1: ""je photographie""",1995,"Publication, livre, imprimé",,ouvrage,images_3/2618.jpg
546,2619,Roberto Martinez par Robert Martin,1997,"Publication, livre, imprimé",,ouvrage,images_3/2619.jpg
546,2620,Toi et Moi,1998,"Publication, livre, imprimé","36 pages, couverture papier cristal + vignette, offset Quadri. Relier avec oeillets",ouvrage,images_3/2620.jpg
546,2621,Chicago,2000,"Publication, livre, imprimé","12 pages, agrafées, impression noir et blanc",ouvrage,images_3/2621.jpg
547,2622,Le Mort,1964,"Publication, livre, imprimé","Gravure tirée sur presse à bras, texte composé à la main en gothique (Caslon) fondu spécialement pour l'édition",ouvrage,images_3/2622.jpg
548,2623,Trente deux dessins,1982,"Publication, livre, imprimé",Sérigraphies sur papier offset reliées en livre,ouvrage,images_3/2623.jpg
548,2624,Livre A tête reposée,1983,"Publication, livre, imprimé",Sérigraphies sur papier offset,ouvrage,images_3/2624.jpg
548,2625,A tête reposée,1983,"Publication, livre, imprimé",Sérigraphie sur papier offset contrecollé sur carton,ouvrage,images_3/2625.jpg
548,2626,Livre Atlas,1987,"Publication, livre, imprimé, Livre",Sérigraphie sur papier Rivoli offset,ouvrage,images_3/2626.jpg
548,2627,Idylle,novembre 1987,"Publication, livre, imprimé",Sérigraphie sur papier Arches,ouvrage,
548,2628,La bête en regard/La belle aux égards/La boîte à cigares,mars 1988,"Publication, livre, imprimé",Sérigraphie sur papier Arches,ouvrage,images_3/2628.jpg
548,2629,Livre Caprice,décembre 1989,"Publication, livre, imprimé, Livre",Sérigraphie sur papier Rivoli blanc,ouvrage,images_3/2629.jpg
548,2630,Livre L'Antre de la sibylle,avril 1989,"Publication, livre, imprimé, Livre",Sérigraphie sur papier,ouvrage,images_3/2630.jpg
548,2631,La Double entente,octobre 1989,"Publication, livre, imprimé, Livre",Sérigraphie sur papier Rives blanc,ouvrage,images_3/2631.jpg
548,2632,Livre Les Demeures,novembre 1989,"Publication, livre, imprimé, Livre",Sérigraphie sur papier chiffon aquarelle,ouvrage,images_3/2632.jpg
548,2633,L'Arrangement,1990,"Publication, livre, imprimé",Sérigraphie sur Velin d'Arches,ouvrage,images_3/2633.jpg
548,2634,Leporello Les Douces amères,juin 1990,"Publication, livre, imprimé, Leporello",Sérigraphie sur Velin d'Arches,ouvrage,images_3/2634.jpg
549,2635,Das Einfache,2001,"Publication, livre, imprimé",,ouvrage,images_3/2635.jpg
550,2636,Livre blanc: propédeutique,2016,"Publication, livre, imprimé",Impression offset quadrichromie,ouvrage,images_3/2636.jpg
551,2637,Le sang d'un poète,11 mai 2010,"Publication, livre, imprimé",,ouvrage,images_3/2637.jpg
551,2638,Peintures 2003-2011,30 avril 2011,"Publication, livre, imprimé",,ouvrage,images_3/2638.jpg
552,2639,Sans titre,2002,"Publication, livre, imprimé",Plaque émaillée dans un support en caoutchouc,ouvrage,images_3/2639.jpg
553,2640,Livre illustré Cols de l'accent violent,1982,"Publication, livre, imprimé, Livre illustré",Pointe sèche sur papier,ouvrage,images_3/2640.jpg
554,2641,D'approche,1995,"Publication, livre, imprimé",,ouvrage,images_3/2641.jpg
554,2642,Mot pour mot (oubli),2007,"Publication, livre, imprimé",Enluminures sur papier offset 32gr froissé,ouvrage,images_3/2642.jpg
555,2643,Les nouvelles reproductions,2014,"Publication, livre, imprimé",Impression noir et blanc sur papier,ouvrage,images_3/2643.jpg
556,2644,Guide auguste legrand,13 avril 2010,"Publication, livre, imprimé",,ouvrage,images_3/2644.jpg
556,2645,La bergerie,7 octobre 2011,"Publication, livre, imprimé",,ouvrage,images_3/2645.jpg
557,2646,None of the buildings on Sunset strip,s.d.,"Publication, livre, imprimé",,ouvrage,images_3/2646.jpg
557,2647,None of the buildings on Sunset strip,s.d.,"Publication, livre, imprimé",,ouvrage,images_3/2647.jpg
557,2648,Sailing into San Francisco three sailors and one tattoo,s.d.,"Publication, livre, imprimé",,ouvrage,images_3/2648.jpg
557,2649,Sport,1995,"Publication, livre, imprimé",,ouvrage,images_3/2649.jpg
557,2650,In Search of Gregory Peck,1997,"Publication, livre, imprimé",Carte postale,ouvrage,images_3/2650.jpg
557,2651,Have you got a map of Paris,1998,"Publication, livre, imprimé",Fac-similé d'un plan de Paris et de 2 photographies dans une boîte en carton,ouvrage,images_3/2651.jpg
557,2652,2,1999,"Publication, livre, imprimé",,ouvrage,images_3/2652.jpg
557,2653,2,1999,"Publication, livre, imprimé",,ouvrage,images_3/2653.jpg
557,2654,Comic book,1999,"Publication, livre, imprimé",,ouvrage,images_3/2654.jpg
557,2655,Meeting # 13,2000,"Publication, livre, imprimé","Feuille de papier imprimée pliée, le tout dans une enveloppe",ouvrage,images_3/2655.jpg
557,2656,Sans titre,2000,"Publication, livre, imprimé",Feuille de papier pliée en 4,ouvrage,images_3/2656.jpg
557,2657,Meeting # 22,2001,"Publication, livre, imprimé",,ouvrage,images_3/2657.jpg
557,2658,P,2001,"Publication, livre, imprimé",,ouvrage,images_3/2658.jpg
557,2659,P,2001,"Publication, livre, imprimé",,ouvrage,images_3/2659.jpg
557,2660,P.A.R.I.S,2003,"Publication, livre, imprimé",Gouache et crayon,ouvrage,images_3/2660.jpg
557,2661,Small fires burning,2003,"Publication, livre, imprimé",Impression sur papier,ouvrage,images_3/2661.jpg
557,2662,Monographie,2003,"Publication, livre, imprimé",,ouvrage,images_3/2662.jpg
557,2663,The Project Book Project,2003,"Publication, livre, imprimé",,ouvrage,images_3/2663.jpg
557,2664,En/Of 014,2003,"Publication, livre, imprimé","Photographie couleur et disque 33 T dans un emboîtage carton 2 exemplaires différents
Edition de 100 (+ 20 a.p.)",ouvrage,images_3/2664.jpg
557,2665,One of Two. Edinbourg,2003,"Publication, livre, imprimé","Tampon avec l'enpreinte du pouce de l'artiste
Tirage limité à 65 exemplaires accompagnés d'un certificat signé et numéroté",ouvrage,images_3/2665.jpg
557,2666,Meeting #27,2003,"Publication, livre, imprimé",,ouvrage,images_3/2666.jpg
557,2667,Until then,2003,"Publication, livre, imprimé",,ouvrage,images_3/2667.jpg
557,2668,& milk (Today is just a copy of yesterday. Graz),2004,"Publication, livre, imprimé","112 pages, broché
Déclinaison de la même photographie d'un verre de lait, dont l'artiste réalise journellement une photocopie à partir de l'exemplaire de la veille
Offset couleur",ouvrage,images_3/2668.jpg
557,2669,Cover Version £,2004,"Publication, livre, imprimé","69 pages, agrafé
Ce livre présente la collection de livres d'artistes de Jonathan Monk (Ed Ruscha, Lawrence Weiner et Sol Lewitt) ainsi qu'une conversation téléphonique avec Seth Siegelaub",ouvrage,images_3/2669.jpg
557,2670,Cover Version $,2004,"Publication, livre, imprimé","69 pages, agrafé
Ce livre présente la collection de livres d'artistes de Jonathan Monk (Ed Ruscha, Lawrence Weiner et Sol Lewitt) ainsi qu'une conversation téléphonique avec Seth Siegelaub",ouvrage,images_3/2670.jpg
557,2671,Cover Version €,2004,"Publication, livre, imprimé","69 pages, agrafé
Ce livre présente la collection de livres d'artistes de Jonathan Monk (Ed Ruscha, Lawrence Weiner et Sol Lewitt) ainsi qu'une conversation téléphonique avec Seth Siegelaub",ouvrage,images_3/2671.jpg
557,2672,Ocean Wave,2005,"Publication, livre, imprimé","224 pages, broché, offset couleur",ouvrage,images_3/2672.jpg
557,2673,One in one hundred (child),2007,"Publication, livre, imprimé","150 pages, broché dos carré collé",ouvrage,images_3/2673.jpg
557,2674,Complete Ilford Works 1990 - 2007,2008,"Publication, livre, imprimé",Boîte cartonnée,ouvrage,images_3/2674.jpg
557,2675,Blue Peter,2008,"Publication, livre, imprimé","76 pages, relié",ouvrage,images_3/2675.jpg
557,2676,Deflation,2009,"Publication, livre, imprimé","80 pages, 37 illustrations couleur, broché",ouvrage,images_3/2676.jpg
557,2677,Studio Visit,2009,"Publication, livre, imprimé","154 pages, broché",ouvrage,images_3/2677.jpg
557,2678,Coloured people in Black and White,2009,"Publication, livre, imprimé","36 pages, broché dos carré",ouvrage,images_3/2678.jpg
557,2679,Boooooook,2011,"Publication, livre, imprimé","150 pages, Cover: paperback, color, glossy finish, Binfing: glue bound, Interior: black and white",ouvrage,images_3/2679.jpg
558,2680,Tous ceux qui tombent,2007,"Publication, livre, imprimé","80 pages, couverture sérigraphiée
Papier vélin 90g",ouvrage,images_3/2680.jpg
558,2681,"Sans titre
Foucault",2008,"Publication, livre, imprimé","Couverture sérigraphiée
Edition brochée imprimée sur papier vélin 90g",ouvrage,images_3/2681.jpg
558,2682,L'image,2008,"Publication, livre, imprimé","20 pages, couverture sérigraphiée
Edition brochée imprimée sur papier vélin 90g",ouvrage,images_3/2682.jpg
558,2683,"Sans titre (37)
Que sais-je sur la relativité surface encrage",2009,"Publication, livre, imprimé","128 pages sérigraphiées, couverture sérigraphiée
Edition brochée imprimée sur papier vélin 90g",ouvrage,images_3/2683.jpg
558,2684,"Sans titre (1579)
Que sais-je",2009,"Publication, livre, imprimé","127 pages, couverture sérigraphiée
Edition brochée imprimée sur papier vélin 90g",ouvrage,images_3/2684.jpg
558,2685,La bibliothèque de Babel,2009,"Publication, livre, imprimé","16 pages, couverture sérigraphiée
Edition brochée imprimée sur papier vélin 90g",ouvrage,images_3/2685.jpg
559,2686,The Royal Road to the Unconscious,2003,"Publication, livre, imprimé",,ouvrage,images_3/2686.jpg
559,2687,Re-Writing Freud,2005,"Publication, livre, imprimé",,ouvrage,images_3/2687.jpg
559,2688,Getting Inside Jack Kerouac's Head,2010,"Publication, livre, imprimé",,ouvrage,images_3/2688.jpg
560,2689,Ulysse,20 septembre 2009,"Publication, livre, imprimé",,ouvrage,images_3/2689.jpg
561,2690,Maurizio Nannucci: La question n'est plus là non plus,mars 2010,"Publication, livre, imprimé, Périodique",Impression sur papier journal,ouvrage,images_3/2690.jpg
561,2691,Bag Book Back,2014,"Publication, livre, imprimé","Dos carré cousu collé, couverture à rabats, offset quadri",ouvrage,images_3/2691.jpg
365,2692,Mind Walks,2017,"Publication, livre, imprimé",Livre d'artiste,ouvrage,images_3/2692.jpg
562,2693,Feuilleté,2008,"Publication, livre, imprimé","16 pages, broché, agrafé,",ouvrage,images_3/2693.jpg
562,2694,Feuilleté,2008,"Publication, livre, imprimé","16 pages, broché, agrafé,",ouvrage,images_3/2694.jpg
562,2695,Feuilleté,2008,"Publication, livre, imprimé","16 pages, broché, agrafé,",ouvrage,images_3/2695.jpg
562,2696,Feuilleté,2008,"Publication, livre, imprimé","16 pages, broché, agrafé,",ouvrage,images_3/2696.jpg
562,2697,Feuilleté,2008,"Publication, livre, imprimé","16 pages, broché, agrafé,",ouvrage,images_3/2697.jpg
562,2698,Paysages en dégradés,2011,"Publication, livre, imprimé","Dépliant de 9 cartes postales, impression offset noir et blanc",ouvrage,images_3/2698.jpg
562,2699,Lignes de train,2011,"Publication, livre, imprimé","48 pages, impression offset noir et blanc, broché, accompagné d'un dessin original numéroté et signé.",ouvrage,images_3/2699.jpg
562,2700,"La mort du livre
85 (réinventée)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2700.jpg
562,2701,"La mort du livre
86 (entier)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2701.jpg
562,2702,"La mort du livre
87 (obscurité)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2702.jpg
562,2703,"La mort du livre
88 (romantisme)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2703.jpg
562,2704,"La mort du livre
89 (forêt)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2704.jpg
562,2705,"La mort du livre
90 (défaite)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2705.jpg
562,2706,"La mort du livre
91 (tout)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2706.jpg
562,2707,"La mort du livre
93 (Théodore)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2707.jpg
562,2708,"La mort du livre
92 ( nieuwerkerke)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2708.jpg
562,2709,"La mort du livre
94 (retourné)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2709.jpg
562,2710,"La mort du livre
95 (vouloir)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2710.jpg
562,2711,"La mort du livre
96 (passé)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2711.jpg
562,2712,"La mort du livre
97 (signifiantes)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2712.jpg
562,2713,"La mort du livre
98 (Arles)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2713.jpg
562,2714,"La mort du livre
99 (trempé)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2714.jpg
562,2715,"La mort du livre
100 (infinie)",2012,"Publication, livre, imprimé",Feuille découpée (extraite des 158 feuilles de l'installation initiale),ouvrage,images_3/2715.jpg
562,2716,TITRER,2012,"Publication, livre, imprimé",,ouvrage,images_3/2716.jpg
563,2717,DO SOMETHING,2009,"Publication, livre, imprimé",,ouvrage,images_3/2717.jpg
564,2718,LBF1,29 septembre 2011,"Publication, livre, imprimé",,ouvrage,images_3/2718.jpg
564,2719,Lettre à un religieux,27 octobre 2011,"Publication, livre, imprimé",,ouvrage,images_3/2719.jpg
565,2720,"Pierre Ménard
El Ingenioso hidalgo Don Quijote de la Mancha",2009,"Publication, livre, imprimé",,ouvrage,images_3/2720.jpg
565,2721,"Frederico Juan Carlos Loomis
Peut-être",2009,"Publication, livre, imprimé",,ouvrage,images_3/2721.jpg
565,2722,"Frederico Juan Carlos Loomis
Crème",2009,"Publication, livre, imprimé",,ouvrage,images_3/2722.jpg
565,2723,"Frederico Juan Carlos Loomis
Paillasse",2009,"Publication, livre, imprimé",,ouvrage,images_3/2723.jpg
565,2724,"Frederico Juan Carlos Loomis
Ours",2009,"Publication, livre, imprimé",,ouvrage,images_3/2724.jpg
565,2725,"Frederico Juan Carlos Loomis
Lune",2009,"Publication, livre, imprimé",,ouvrage,images_3/2725.jpg
565,2726,"Frederico Juan Carlos Loomis 
Béret basque",2009,"Publication, livre, imprimé",,ouvrage,images_3/2726.jpg
565,2727,Petit glossaire volatile à l'usage des imprimeurs,février 2012,"Publication, livre, imprimé, Périodique",Impression sur papier journal,ouvrage,images_3/2727.jpg
566,2728,La guerre des salamandres,13 octobre 2009,"Publication, livre, imprimé",,ouvrage,images_3/2728.jpg
567,2729,Lake off,s.d.,"Publication, livre, imprimé",,ouvrage,images_3/2729.jpg
567,2730,Toggle Switch (jaune),2013,"Publication, livre, imprimé, Livre","Livre d'artiste sur papier glacé, agrafé, 20 pages",ouvrage,images_3/2730.jpg
567,2731,Toggle Switch (noir),2014,"Publication, livre, imprimé, Livre","Livre d'artiste, sur papier glacé, agrafé, 52 pages",ouvrage,images_3/2731.jpg
567,2732,Anonyme a demandé,2014,"Publication, livre, imprimé","Livre d'artiste, broché, 38 pages",ouvrage,images_3/2732.jpg
567,2733,Loup cat you,2014,"Publication, livre, imprimé",,ouvrage,images_3/2733.jpg
567,2734,Sans Titre,2014,"Publication, livre, imprimé",,ouvrage,images_3/2734.jpg
567,2735,A Picture,2014,"Publication, livre, imprimé","Livre d'artiste, broché, 164 pages",ouvrage,images_3/2735.jpg
567,2736,L'Alternative,2015,"Publication, livre, imprimé, Portfolio",,ouvrage,images_3/2736.jpg
567,2737,Rebecca,2015,"Publication, livre, imprimé","Livre d'artiste, 39 pages",ouvrage,images_3/2737.jpg
567,2738,Inspirez Expirez,2015,"Publication, livre, imprimé",,ouvrage,images_3/2738.jpg
567,2739,"Sticky Finger
(doigt poisseux)",2016,"Publication, livre, imprimé","Livre d'artiste, 30 pages",ouvrage,images_3/2739.jpg
568,2740,Sans titre (De l'intervention des habillements sexuels par le Dr P. Hospital),1993,"Publication, livre, imprimé",,ouvrage,images_3/2740.jpg
568,2741,A Shadow in your Window,1999,"Publication, livre, imprimé",CD-Rom accompagné d'un portfolio réalisé par l'artiste,ouvrage,images_3/2741.jpg
569,2742,Et l'autre qui se prend pour un génie alors que c'est moi,29 mars 2011,"Publication, livre, imprimé",,ouvrage,images_3/2742.jpg
570,2743,methods & processes,2011,"Publication, livre, imprimé","12 pages, leporello, offset noir et blanc",ouvrage,images_3/2743.jpg
570,2744,Benjamin Patterson: Where and how did you find that?!,novembre 2011,"Publication, livre, imprimé, Périodique",Impression sur papier journal,ouvrage,images_3/2744.jpg
571,2745,Rex Reason,1994,"Publication, livre, imprimé",,ouvrage,images_3/2745.jpg
572,2746,"Me, Myself and I",1995 - 2005,"Publication, livre, imprimé",Coffret comprenant un livre de 1632 pages reproduisant des dessins de l'artiste.,ouvrage,images_3/2746.jpg
573,2747,"Richesse, Repas chaud",2014,"Publication, livre, imprimé","2 livres thermos soudés avec un tirage signé, photographie couleur.",ouvrage,images_3/2747.jpg
574,2748,ZOO,1992,"Publication, livre, imprimé, Livre",Papiers divers,ouvrage,images_3/2748.jpg
575,2749,BLANCHE N°1 Dan Perjovschi,juin 2014,"Publication, livre, imprimé, Périodique",,ouvrage,images_3/2749.jpg
576,2750,Carnet n° 5 (05.01.08 - 02.06.09),2014,"Publication, livre, imprimé","Dos toilé carré collé, offset noir et blanc, quadri pour la couverture",ouvrage,images_3/2750.jpg
576,2751,Carnet n°5 (05.01.08 - 02.06.09),2014,"Publication, livre, imprimé",Impression offset en noir et blanc; quadrichromie pour la couverture,ouvrage,images_3/2751.jpg
577,2752,EX (°/a)graophie-multiple,2019,"Publication, livre, imprimé","Livre d'artiste comprenant 1 tirage sur plexiglas, 1 cahier images de 16 pages , 1 reliure mobile, 1 coffret, 2 réglettes mobiles en chêne brut",ouvrage,images_3/2752.jpg
578,2753,Dante's Inferno,1978 - 1983,"Publication, livre, imprimé",,ouvrage,images_3/2753.jpg
578,2754,A Humument,commencé en 1980  - achevé en 1987 ,"Publication, livre, imprimé",,ouvrage,images_3/2754.jpg
578,2755,Dante's Inferno,1985,"Publication, livre, imprimé",,ouvrage,images_3/2755.jpg
578,2756,Journée Tom Phillips,1990,"Publication, livre, imprimé",,ouvrage,images_3/2756.jpg
579,2757,Livre Harmoniques,1989,"Publication, livre, imprimé, Livre","Gravure et gaufrage sur papier, empreinte cuir sur carton entoilé",ouvrage,images_3/2757.jpg
580,2758,New York garbage flag profile,2005,"Publication, livre, imprimé",,ouvrage,images_3/2758.jpg
580,2759,SECHSUNDZWANZIG AUTOBAHN FLAGGEN,2006,"Publication, livre, imprimé",,ouvrage,images_3/2759.jpg
580,2760,Les dés sont pipés (Ackermann),2007,"Publication, livre, imprimé",,ouvrage,images_3/2760.jpg
580,2761,Un coup de dés jamais n'abolira le hasard (sculpture),2008,"Publication, livre, imprimé",,ouvrage,images_3/2761.jpg
580,2762,Catalogue exposition,2008,"Publication, livre, imprimé",,ouvrage,images_3/2762.jpg
580,2763,Hearts,2008,"Publication, livre, imprimé",,ouvrage,images_3/2763.jpg
580,2764,Working Drawings and Other Visible Things on Paper Not Necessarily Meant To Be Viewed,2008,"Publication, livre, imprimé",,ouvrage,images_3/2764.jpg
580,2765,"Some Fallen Umbrllas and something else
(Du journal (U)L.S n°1)",avril 2008,"Publication, livre, imprimé",,ouvrage,images_3/2765.jpg
580,2766,Der Einzige und sein Eigentum,2009,"Publication, livre, imprimé",,ouvrage,images_3/2766.jpg
580,2767,Twentysix Gasoline Stations,2009,"Publication, livre, imprimé",,ouvrage,images_3/2767.jpg
580,2768,Sentences on conceptual...,5 octobre 2011,"Publication, livre, imprimé",,ouvrage,images_3/2768.jpg
580,2769,Statements zur Appropriation,5 octobre 2011,"Publication, livre, imprimé",,ouvrage,images_3/2769.jpg
580,2770,Some More Sonnet(s),2011,"Publication, livre, imprimé",,ouvrage,images_3/2770.jpg
580,2771,January 5 - 31,2012,"Publication, livre, imprimé",,ouvrage,images_3/2771.jpg
580,2772,Boys! Männer!,2013,"Publication, livre, imprimé",,ouvrage,images_3/2772.jpg
581,2773,Sans titre (Pictures we take for money),s.d.,"Publication, livre, imprimé","Edition limitée du magazine ""Issue 4. Pictures we take for money by Jack Pierson Studios"" accompagné d'un tirage photographique original",ouvrage,images_3/2773.jpg
581,2774,Jack Pierson,s.d.,"Publication, livre, imprimé",,ouvrage,images_3/2774.jpg
581,2775,Angel Youth,1992,"Publication, livre, imprimé",,ouvrage,images_3/2775.jpg
581,2776,Caught in the Rain Broken in the Stardust,1994,"Publication, livre, imprimé",,ouvrage,images_3/2776.jpg
581,2777,Sing a Song of Sixpence,1997,"Publication, livre, imprimé",,ouvrage,images_3/2777.jpg
581,2778,Untitled Youth,2000,"Publication, livre, imprimé",,ouvrage,images_3/2778.jpg
581,2779,The International #2. Jack Pierson,automne 2001 - hiver 2001,"Publication, livre, imprimé",,ouvrage,images_3/2779.jpg
581,2780,Hysteric Three,2001,"Publication, livre, imprimé",,ouvrage,images_3/2780.jpg
581,2781,The world is yours,2001,"Publication, livre, imprimé",,ouvrage,images_3/2781.jpg
582,2782,"Avant/Post - Tirés à part ""être sur le motif""",2011,"Publication, livre, imprimé","Coffret comprenant 15 catalogues ""Avant/post"" dont chaque page 68 est un tiré à part original, dessin aux crayons de couleur",ouvrage,images_3/2782.jpg
583,2783,d'après La Chasse au tigre,2010,"Publication, livre, imprimé",,ouvrage,images_3/2783.jpg
584,2784,604 800 s,2012,"Publication, livre, imprimé",,ouvrage,images_3/2784.jpg
584,2785,L'épaisseur de la montagne,2013,"Publication, livre, imprimé",,ouvrage,images_3/2785.jpg
585,2786,Dangerzone,2004,"Publication, livre, imprimé","Livret et DVD, 6 pages cartonnées, agrafées, offset couleur",ouvrage,images_3/2786.jpg
585,2787,Petit Guide EXOTICA,2008,"Publication, livre, imprimé","88 pages, dos carré cousu collé, offset couleur, CD-rom",ouvrage,images_3/2787.jpg
586,2788,Benoît Police: Tout l'univers,avril 2011,"Publication, livre, imprimé, Périodique",Impression sur papier journal,ouvrage,images_3/2788.jpg
587,2789,American for sale,2011,"Publication, livre, imprimé","Impression couleur, couverture rigide, dos carré collé, 120 pages",ouvrage,images_3/2789.jpg
588,2790,Plaisir,2012,"Publication, livre, imprimé",,ouvrage,images_3/2790.jpg
588,2791,The Times Square Note,2013,"Publication, livre, imprimé",1 feuillet A4 imprimé et signé dans une enveloppe à dos rigide,ouvrage,images_3/2791.jpg
588,2792,La Prance,2015,"Publication, livre, imprimé","A5, 56 pages, impression laser sur papier 60g, couverture bleu clair, papier 160g, piqûre à chaval.",ouvrage,images_3/2792.jpg
589,2793,Mon amour,2008,"Publication, livre, imprimé",,ouvrage,images_3/2793.jpg
589,2794,Noëlle,2009,"Publication, livre, imprimé",,ouvrage,images_3/2794.jpg
590,2795,Aux circonstances,2008,"Publication, livre, imprimé",,ouvrage,images_3/2795.jpg
590,2796,Volume-sic,2011,"Publication, livre, imprimé",,ouvrage,images_3/2796.jpg
590,2797,Folklore - Le désoeuvrement,2013,"Publication, livre, imprimé",,ouvrage,images_3/2797.jpg
590,2798,L'art d'accomoder les restes,2016,"Publication, livre, imprimé",Impression en noir et blanc sur papier,ouvrage,images_3/2798.jpg
591,2799,La beauté du geste,2009,"Publication, livre, imprimé",,ouvrage,images_3/2799.jpg
591,2800,Monsieur DRAME,2010,"Publication, livre, imprimé",,ouvrage,images_3/2800.jpg
591,2801,Un entre-sort,2012,"Publication, livre, imprimé",,ouvrage,images_3/2801.jpg
592,2802,PAGES-MIROIRS,1985,"Publication, livre, imprimé","Feuille imprimée, miroir, plexiglas et bois",ouvrage,images_3/2802.jpg
593,2803,RARA: SPEAK,2018,"Publication, livre, imprimé","Livre d'artiste
Impression noir et blanc",ouvrage,images_3/2803.jpg
594,2804,Baccarat split,2009,"Publication, livre, imprimé",,ouvrage,images_3/2804.jpg
595,2805,Stille Gesten,2001,"Publication, livre, imprimé","28 pages, agrafées, offset couleur",ouvrage,images_3/2805.jpg
595,2806,Des Illusions ou l'intervention de l'art. Un livre d'Alain Farfall,2008,"Publication, livre, imprimé","64 pages, dos carré cousu collé, offset couleur",ouvrage,images_3/2806.jpg
595,2807,Carton,mars 2008,"Publication, livre, imprimé, Périodique",Impression sur papier journal,ouvrage,images_3/2807.jpg
595,2808,Hubert Renard: Point de vue,septembre 2008,"Publication, livre, imprimé, Périodique",Impression sur papier journal,ouvrage,images_3/2808.jpg
595,2809,"Catalogue de poche, raisonnable et procrastiné",2009,"Publication, livre, imprimé",,ouvrage,images_3/2809.jpg
595,2810,Les Discourts de Pully,2010,"Publication, livre, imprimé","12 pages, agrafées, offset noir et blanc",ouvrage,images_3/2810.jpg
595,2811,"Manifestes, déclarations, écrits programmatiques",septembre 2011,"Publication, livre, imprimé, Périodique",Impression sur papier journal,ouvrage,images_3/2811.jpg
595,2812,Invitation. Quarante-deux cartons d'invitation aux vernissages,2015,"Publication, livre, imprimé",Impression offset qudrichromie sur papier,ouvrage,images_3/2812.jpg
596,2813,C.M.Y.K,2004,"Publication, livre, imprimé","Edition d'artiste
4 pages (non paginé), impression offset",ouvrage,images_3/2813.jpg
596,2814,Jeu de cartes,2006,"Publication, livre, imprimé",54 cartes dans une boîte plastifiée transparente.,ouvrage,images_3/2814.jpg
596,2815,Jeu de cartes,2006,"Publication, livre, imprimé",54 cartes dans une boîte plastifiée transparente.,ouvrage,images_3/2815.jpg
596,2816,Wavelengths of Light,2010,"Publication, livre, imprimé",Livre d'artiste,ouvrage,images_3/2816.jpg
596,2817,Wavelengths of Light,2010,"Publication, livre, imprimé",Livre d'artiste,ouvrage,images_3/2817.jpg
596,2818,Wavelengths of Light,2010,"Publication, livre, imprimé",Livre d'artiste,ouvrage,images_3/2818.jpg
596,2819,Brooklands,2012,"Publication, livre, imprimé",Catalogue d'exposition,ouvrage,images_3/2819.jpg
596,2820,4 Exhibitions,2015,"Publication, livre, imprimé",Catalogue d'exposition B.A.D. (Brussels Art district),ouvrage,images_3/2820.jpg
596,2821,Le Morning,2015,"Publication, livre, imprimé",Livre d'artiste,ouvrage,images_3/2821.jpg
596,2822,Le Morning,2015,"Publication, livre, imprimé",Livre d'artiste,ouvrage,images_3/2822.jpg
596,2823,FOES NOUVELLES,2016,"Publication, livre, imprimé","Edition d'artiste
Papier journal",ouvrage,images_3/2823.jpg
